sample_id,true_polarity,predicted_polarity,true_intensity,predicted_intensity,prob_negative,prob_neutral,prob_positive
117tQqLjza4$_$6,Positive,Positive,0.6666666865348816,0.47340232133865356,0.06437915563583374,0.3196108639240265,0.6160100102424622
11j7EfglCAs$_$2,Positive,Positive,0.6666666865348816,0.15865381062030792,0.14254891872406006,0.47588682174682617,0.38156425952911377
121128$_$10,Positive,Positive,2.0,0.9352720379829407,0.14990131556987762,0.1355724036693573,0.7145262956619263
121128$_$1,Neutral,Neutral,0.0,0.0,0.18317386507987976,0.5980623364448547,0.2187637835741043
121128$_$0,Neutral,Neutral,0.0,0.0,0.12433215230703354,0.5767760872840881,0.2988917827606201
121128$_$5,Positive,Positive,3.0,1.51493239402771,0.06777787208557129,0.07995261996984482,0.8522695302963257
125344$_$0,Positive,Negative,0.6666666865348816,-0.6867415904998779,0.7144825458526611,0.15536224842071533,0.13015517592430115
125676$_$0,Negative,Positive,-0.3333333432674408,0.4731803834438324,0.11021457612514496,0.3412413001060486,0.5485441088676453
125676$_$4,Positive,Positive,2.0,1.1323143243789673,0.035455089062452316,0.09601720422506332,0.8685277700424194
128059$_$11,Negative,Negative,-1.0,-1.6695339679718018,0.9240280389785767,0.04473971202969551,0.031232256442308426
128059$_$12,Positive,Negative,0.6666666865348816,-0.4643155634403229,0.57853764295578,0.2677076458930969,0.15375465154647827
128059$_$2,Negative,Negative,-1.6666666269302368,-0.29252132773399353,0.5862269997596741,0.1539868414402008,0.2597861886024475
128059$_$7,Neutral,Neutral,0.0,0.0,0.34715789556503296,0.485360711812973,0.16748139262199402
128059$_$6,Positive,Negative,1.0,-0.37098732590675354,0.6108954548835754,0.13637714087963104,0.2527274191379547
128059$_$9,Positive,Negative,0.3333333432674408,-0.6594821214675903,0.6938880085945129,0.1333918571472168,0.17272019386291504
128763$_$12,Negative,Negative,-0.6666666865348816,-0.11379913985729218,0.4197308421134949,0.26154205203056335,0.31872713565826416
128763$_$3,Negative,Negative,-1.6666666269302368,-1.8353735208511353,0.9416707754135132,0.03533356264233589,0.022995656356215477
128763$_$2,Neutral,Neutral,0.0,0.0,0.2720620334148407,0.6043701767921448,0.12356778234243393
128763$_$5,Neutral,Neutral,0.0,0.0,0.18362662196159363,0.6463344097137451,0.17003893852233887
128763$_$7,Negative,Negative,-0.3333333432674408,-0.8881333470344543,0.7965809106826782,0.13719941675662994,0.06621968746185303
128763$_$8,Neutral,Negative,0.0,-0.761603832244873,0.7298664450645447,0.19361810386180878,0.07651543617248535
130456$_$11,Positive,Negative,1.6666666269302368,-0.5543709993362427,0.6793976426124573,0.08974948525428772,0.230852872133255
130456$_$3,Positive,Negative,2.3333332538604736,-0.10651342570781708,0.5169159173965454,0.1820259839296341,0.3010581135749817
130456$_$5,Negative,Negative,-0.3333333432674408,-1.2633421421051025,0.8773279190063477,0.08152030408382416,0.0411517471075058
130456$_$4,Neutral,Neutral,0.0,0.0,0.28876107931137085,0.5807729363441467,0.13046598434448242
130456$_$7,Negative,Negative,-0.3333333432674408,-1.238036870956421,0.856423020362854,0.093134805560112,0.050442200154066086
130456$_$6,Positive,Negative,0.3333333432674408,-0.42864981293678284,0.5769786834716797,0.3252386450767517,0.097782664000988
188343$_$13,Positive,Negative,1.0,-0.8331014513969421,0.7365527153015137,0.14583221077919006,0.11761505901813507
188343$_$12,Negative,Negative,-2.0,-1.9710232019424438,0.9501503705978394,0.0279660914093256,0.021883513778448105
188343$_$5,Neutral,Negative,0.0,-0.45561832189559937,0.588323175907135,0.21161067485809326,0.20006616413593292
188343$_$9,Positive,Negative,1.0,-0.5408008694648743,0.610123872756958,0.186638742685318,0.20323733985424042
188343$_$8,Negative,Negative,-1.3333333730697632,-1.8224010467529297,0.9435613751411438,0.034202493727207184,0.02223614975810051
1HK7Nea0PFo$_$1,Neutral,Negative,0.0,-0.02297200821340084,0.42505258321762085,0.26139241456985474,0.3135550320148468
216097$_$1,Negative,Negative,-1.0,-1.031792163848877,0.8264292478561401,0.12267863750457764,0.050892092287540436
216097$_$2,Neutral,Neutral,0.0,0.0,0.17927014827728271,0.6219108700752258,0.19881901144981384
216097$_$5,Negative,Positive,-0.3333333432674408,0.2607627511024475,0.1547054946422577,0.39598724246025085,0.44930726289749146
216097$_$4,Neutral,Negative,0.0,-1.2607152462005615,0.8789149522781372,0.07624181360006332,0.044843271374702454
216097$_$7,Negative,Positive,-0.3333333432674408,0.8268417119979858,0.08797583729028702,0.16621699929237366,0.7458071708679199
216097$_$8,Negative,Negative,-1.6666666269302368,-1.4153293371200562,0.904011607170105,0.06001665070652962,0.0359717421233654
223431$_$11,Negative,Negative,-1.3333333730697632,-0.7251358032226562,0.7143548727035522,0.1995846927165985,0.08606040477752686
223431$_$10,Negative,Positive,-1.0,0.8037475347518921,0.09076620638370514,0.2263670265674591,0.6828668117523193
223431$_$13,Negative,Negative,-2.3333332538604736,-1.5246185064315796,0.9185341596603394,0.052618883550167084,0.02884688973426819
223431$_$0,Positive,Neutral,0.3333333432674408,0.0,0.0803794264793396,0.5617934465408325,0.3578271269798279
223431$_$5,Neutral,Negative,0.0,-0.3746860921382904,0.5022037625312805,0.3820514976978302,0.11574472486972809
225770$_$3,Negative,Negative,-1.3333333730697632,-0.5212236642837524,0.6136839389801025,0.27838078141212463,0.10793530941009521
225770$_$5,Negative,Neutral,-0.3333333432674408,0.0,0.1462526023387909,0.6040681600570679,0.24967925250530243
225770$_$4,Neutral,Neutral,0.0,0.0,0.3188902735710144,0.5382699370384216,0.14283974468708038
225770$_$6,Neutral,Neutral,0.0,0.0,0.3448368012905121,0.4498375356197357,0.2053256332874298
236021$_$12,Positive,Positive,1.3333333730697632,0.5290182828903198,0.11085973680019379,0.29633012413978577,0.5928101539611816
236021$_$1,Positive,Positive,0.3333333432674408,0.27965670824050903,0.1272985190153122,0.45153456926345825,0.42116689682006836
236021$_$3,Neutral,Negative,0.0,-1.4655072689056396,0.9012212753295898,0.06306605786085129,0.03571266680955887
236021$_$2,Neutral,Negative,0.0,-0.37079373002052307,0.5806244611740112,0.18127590417861938,0.23809964954853058
236021$_$5,Negative,Negative,-0.6666666865348816,-0.10620329529047012,0.37966465950012207,0.3475402295589447,0.2727951407432556
236021$_$4,Positive,Negative,0.6666666865348816,-0.7484074234962463,0.7234410047531128,0.12687990069389343,0.14967912435531616
237009$_$11,Negative,Negative,-3.0,-0.7249213457107544,0.7318179607391357,0.1867256462574005,0.08145637810230255
237009$_$12,Negative,Negative,-2.6666667461395264,-1.7041072845458984,0.9258186221122742,0.04299236461520195,0.031189089640975
237009$_$4,Positive,Positive,0.3333333432674408,0.2965664863586426,0.29465821385383606,0.21660658717155457,0.4887351989746094
237009$_$7,Negative,Negative,-3.0,-1.6698977947235107,0.9287851452827454,0.04036279767751694,0.03085210919380188
237009$_$9,Neutral,Negative,0.0,-1.1004091501235962,0.8202896118164062,0.11691858619451523,0.06279183179140091
241629$_$10,Negative,Negative,-1.6666666269302368,-1.8990471363067627,0.9432843923568726,0.030430495738983154,0.026285111904144287
241629$_$0,Positive,Positive,1.0,0.7154363989830017,0.08159297704696655,0.23628680408000946,0.6821202635765076
241629$_$3,Positive,Positive,2.3333332538604736,1.132678747177124,0.18811234831809998,0.09364958852529526,0.718238115310669
241629$_$5,Negative,Negative,-0.3333333432674408,-0.9600658416748047,0.8028767704963684,0.13064303994178772,0.06648019701242447
241629$_$8,Negative,Negative,-0.3333333432674408,-1.4787406921386719,0.9095090627670288,0.05492200329899788,0.03556888923048973
243646$_$11,Negative,Negative,-0.6666666865348816,-1.1473047733306885,0.8415848612785339,0.10828850418329239,0.05012661963701248
243646$_$12,Negative,Negative,-1.3333333730697632,-1.4099271297454834,0.8858435750007629,0.06789007782936096,0.0462663397192955
243646$_$9,Neutral,Neutral,0.0,0.0,0.11594760417938232,0.7251508831977844,0.15890154242515564
243646$_$8,Neutral,Neutral,0.0,0.0,0.10456840693950653,0.6101413369178772,0.28529030084609985
247318$_$12,Negative,Negative,-2.0,-1.582759141921997,0.9239289164543152,0.04885237291455269,0.027218680828809738
247318$_$1,Neutral,Neutral,0.0,0.0,0.11477899551391602,0.6172464489936829,0.2679745554924011
247318$_$3,Negative,Negative,-2.3333332538604736,-0.4606320261955261,0.506800651550293,0.3859565258026123,0.10724276304244995
247318$_$2,Negative,Neutral,-1.6666666269302368,0.0,0.2147846519947052,0.47366923093795776,0.3115461468696594
247318$_$5,Negative,Positive,-0.3333333432674408,0.242359921336174,0.174846351146698,0.39606577157974243,0.42908787727355957
247318$_$7,Negative,Negative,-2.0,-1.4698102474212646,0.9086819887161255,0.0636238306760788,0.02769424021244049
247318$_$6,Negative,Neutral,-0.3333333432674408,0.0,0.0887439101934433,0.5091724395751953,0.4020836353302002
252998$_$1,Neutral,Neutral,0.0,0.0,0.23711729049682617,0.49322301149368286,0.26965969800949097
252998$_$0,Neutral,Neutral,0.0,0.0,0.16781730949878693,0.5470587611198425,0.2851239740848541
252998$_$5,Negative,Negative,-1.3333333730697632,-1.8515409231185913,0.946206271648407,0.029816290363669395,0.02397737093269825
252998$_$4,Negative,Negative,-0.3333333432674408,-1.2390799522399902,0.8774451017379761,0.08157981187105179,0.040975071489810944
252998$_$7,Positive,Negative,1.3333333730697632,-0.4089685380458832,0.6225048899650574,0.09678677469491959,0.280708372592926
252998$_$8,Negative,Neutral,-1.6666666269302368,0.0,0.36020341515541077,0.49139881134033203,0.1483977884054184
257247$_$10,Negative,Negative,-0.3333333432674408,-1.1307787895202637,0.8467033505439758,0.103612020611763,0.049684688448905945
257247$_$12,Negative,Negative,-1.6666666269302368,-1.3702049255371094,0.8930084109306335,0.06905630975961685,0.037935271859169006
257247$_$2,Neutral,Neutral,0.0,0.0,0.10157281160354614,0.5995710492134094,0.2988561987876892
258654$_$1,Negative,Negative,-1.3333333730697632,-1.4921653270721436,0.897718608379364,0.05570323392748833,0.046578068286180496
258654$_$3,Negative,Negative,-2.3333332538604736,-1.7332303524017334,0.9213248491287231,0.03862650319933891,0.040048740804195404
258654$_$4,Neutral,Neutral,0.0,0.0,0.13417461514472961,0.5816553831100464,0.28417009115219116
266791$_$24,Negative,Negative,-1.6666666269302368,-1.2416716814041138,0.8787428736686707,0.07575377821922302,0.045503318309783936
266791$_$20,Positive,Positive,0.6666666865348816,0.32362309098243713,0.25175684690475464,0.29917460680007935,0.44906848669052124
266791$_$21,Negative,Negative,-1.6666666269302368,-1.1544737815856934,0.8531821370124817,0.09375829994678497,0.05305958911776543
266791$_$23,Negative,Positive,-2.6666667461395264,0.22200126945972443,0.15950682759284973,0.4274972379207611,0.4129959046840668
266791$_$29,Negative,Neutral,-1.6666666269302368,0.0,0.14937183260917664,0.6446284651756287,0.20599965751171112
266791$_$3,Positive,Negative,1.0,-0.28489089012145996,0.44295769929885864,0.42072945833206177,0.13631285727024078
266791$_$5,Negative,Negative,-2.3333332538604736,-1.3931190967559814,0.8916652798652649,0.06818830966949463,0.04014639928936958
266791$_$4,Negative,Negative,-1.6666666269302368,-0.8523401021957397,0.7477273941040039,0.1847415715456009,0.0675310343503952
266791$_$6,Neutral,Neutral,0.0,0.0,0.16241875290870667,0.6442471146583557,0.19333414733409882
266791$_$8,Negative,Negative,-1.3333333730697632,-0.3507809042930603,0.47336286306381226,0.41264063119888306,0.11399640887975693
266791$_$11,Positive,Negative,1.0,-0.09089953452348709,0.3956994414329529,0.2573266625404358,0.3469739854335785
266791$_$14,Negative,Negative,-1.3333333730697632,-0.38108357787132263,0.5707617998123169,0.25044211745262146,0.17879603803157806
270254$_$23,Negative,Negative,-1.6666666269302368,-0.8015619516372681,0.7602290511131287,0.14501821994781494,0.09475269913673401
270254$_$0,Neutral,Positive,0.0,0.2847309112548828,0.10770030319690704,0.42472320795059204,0.4675765633583069
270254$_$6,Positive,Negative,0.6666666865348816,-0.07796476781368256,0.3405258059501648,0.4173145890235901,0.24215960502624512
270254$_$8,Negative,Negative,-1.3333333730697632,-1.83267343044281,0.9430917501449585,0.03253733366727829,0.024370865896344185
270254$_$11,Neutral,Positive,0.0,0.3561515212059021,0.08414889127016068,0.4058200716972351,0.5100310444831848
270254$_$14,Negative,Neutral,-1.6666666269302368,0.0,0.30924999713897705,0.48251980543136597,0.2082301825284958
270254$_$16,Negative,Negative,-0.6666666865348816,-0.24698641896247864,0.4549054205417633,0.35572922229766846,0.1893654465675354
272624$_$10,Negative,Negative,-1.6666666269302368,-1.2935688495635986,0.8773292303085327,0.0800647884607315,0.042605943977832794
272624$_$13,Positive,Positive,0.6666666865348816,0.9468635320663452,0.0962539091706276,0.1441970020532608,0.7595490217208862
272624$_$12,Negative,Negative,-1.0,-0.6423826217651367,0.6860162615776062,0.21703335642814636,0.09695037454366684
272624$_$16,Neutral,Negative,0.0,-0.6862472295761108,0.670721173286438,0.20343127846717834,0.12584760785102844
272624$_$18,Positive,Neutral,0.3333333432674408,0.0,0.12125573307275772,0.5704423189163208,0.3083019256591797
272624$_$2,Neutral,Neutral,0.0,0.0,0.09137644618749619,0.5193727016448975,0.38925081491470337
272624$_$6,Negative,Positive,-0.6666666865348816,0.23090147972106934,0.23077817261219025,0.37380343675613403,0.3954184055328369
272624$_$9,Negative,Positive,-1.0,0.6793190240859985,0.2334740161895752,0.149837926030159,0.6166881322860718
272624$_$8,Negative,Negative,-1.6666666269302368,-1.347299337387085,0.8796173334121704,0.07582125067710876,0.04456149786710739
273539$_$3,Negative,Negative,-2.6666667461395264,-1.6513935327529907,0.9272856712341309,0.04496080428361893,0.027753517031669617
273539$_$2,Neutral,Neutral,0.0,0.0,0.131490096449852,0.6965896487236023,0.1719202697277069
273539$_$9,Negative,Negative,-2.3333332538604736,-1.3579154014587402,0.8730495572090149,0.07269364595413208,0.05425679683685303
290546$_$3,Neutral,Negative,0.0,-0.4720425605773926,0.6103850603103638,0.24776382744312286,0.14185111224651337
290546$_$5,Negative,Negative,-1.0,-1.1473121643066406,0.8605473637580872,0.09370917081832886,0.04574349522590637
290546$_$7,Negative,Negative,-0.3333333432674408,-0.21893124282360077,0.5444235801696777,0.22625473141670227,0.22932171821594238
290546$_$6,Neutral,Negative,0.0,-0.1439395397901535,0.4142933487892151,0.38560014963150024,0.20010654628276825
2S00zYaVrtc$_$10,Negative,Negative,-2.6666667461395264,-0.801852822303772,0.7795883417129517,0.11694353818893433,0.10346808284521103
2S00zYaVrtc$_$12,Positive,Positive,2.0,0.978542685508728,0.058064449578523636,0.12702138721942902,0.8149141073226929
2S00zYaVrtc$_$20,Positive,Positive,1.3333333730697632,1.2975120544433594,0.04130389168858528,0.07565303891897202,0.8830429911613464
2S00zYaVrtc$_$17,Negative,Positive,-0.3333333432674408,0.4341108202934265,0.18518182635307312,0.24695777893066406,0.5678604245185852
2S00zYaVrtc$_$5,Positive,Positive,1.6666666269302368,1.3581398725509644,0.0335320346057415,0.06635482609272003,0.9001131057739258
2S00zYaVrtc$_$4,Positive,Positive,1.3333333730697632,0.8691242337226868,0.06504908949136734,0.14630691707134247,0.788644015789032
2Xt31_d0XEE$_$2,Positive,Positive,2.0,1.3528077602386475,0.02887585200369358,0.06921503692865372,0.9019091725349426
31474$_$11,Negative,Neutral,-1.3333333730697632,0.0,0.2394208461046219,0.5199654698371887,0.240613654255867
31474$_$14,Neutral,Negative,0.0,-0.7319644093513489,0.7646312713623047,0.11219948530197144,0.12316922098398209
31474$_$0,Positive,Positive,0.3333333432674408,0.4291178286075592,0.07976117730140686,0.33988699316978455,0.5803518295288086
31474$_$3,Neutral,Neutral,0.0,0.0,0.3454347550868988,0.4723244607448578,0.1822407990694046
31474$_$6,Negative,Negative,-2.6666667461395264,-1.8163703680038452,0.941997230052948,0.034486763179302216,0.023515988141298294
31474$_$9,Negative,Negative,-1.0,-0.8464214205741882,0.7357902526855469,0.18697050213813782,0.0772392600774765
31474$_$8,Neutral,Negative,0.0,-1.0720603466033936,0.8437061309814453,0.11307309567928314,0.04322078451514244
32681$_$1,Neutral,Negative,0.0,-0.49511295557022095,0.642252504825592,0.14824038743972778,0.20950710773468018
32681$_$3,Negative,Negative,-2.6666667461395264,-1.6423012018203735,0.9195464253425598,0.046536438167095184,0.0339171402156353
32681$_$5,Positive,Negative,0.3333333432674408,-1.4794918298721313,0.8930456042289734,0.05636199563741684,0.05059245973825455
32681$_$6,Negative,Negative,-1.0,-1.4082486629486084,0.890264630317688,0.07263696193695068,0.03709850832819939
33170$_$1,Positive,Negative,0.3333333432674408,-0.602104127407074,0.5994910001754761,0.2996565103530884,0.10085246711969376
33170$_$3,Negative,Negative,-2.0,-0.4231453537940979,0.6453216671943665,0.12937135994434357,0.22530698776245117
33170$_$4,Negative,Negative,-2.0,-0.970922589302063,0.7817947268486023,0.11549192667007446,0.10271336883306503
3MFNIag0wNE$_$12,Negative,Negative,-1.0,-1.227383017539978,0.8466821908950806,0.09539531171321869,0.057922590523958206
3MFNIag0wNE$_$14,Negative,Negative,-2.0,-1.7048876285552979,0.9335894584655762,0.03819156810641289,0.028219005092978477
3MFNIag0wNE$_$16,Negative,Neutral,-0.3333333432674408,0.0,0.1758577972650528,0.4661356508731842,0.3580065667629242
3MFNIag0wNE$_$7,Negative,Negative,-1.0,-0.33878663182258606,0.5513192415237427,0.25302115082740784,0.1956596076488495
3V2qm0rw920$_$11,Positive,Positive,1.0,0.36744424700737,0.1159643903374672,0.3369722366333008,0.5470633506774902
3V2qm0rw920$_$13,Positive,Positive,3.0,1.3347346782684326,0.0324188657104969,0.06848113238811493,0.8990999460220337
3V2qm0rw920$_$3,Positive,Positive,0.3333333432674408,0.387427419424057,0.17236889898777008,0.3274698555469513,0.5001612305641174
3j94B0pzSVs$_$12,Positive,Positive,1.6666666269302368,1.0814284086227417,0.034476470202207565,0.09944997727870941,0.8660736083984375
3j94B0pzSVs$_$17,Negative,Negative,-1.3333333730697632,-0.5808489918708801,0.7174415588378906,0.19161726534366608,0.09094120562076569
3j94B0pzSVs$_$1,Neutral,Neutral,0.0,0.0,0.2839124798774719,0.424572616815567,0.29151493310928345
3j94B0pzSVs$_$0,Neutral,Neutral,0.0,0.0,0.11987689882516861,0.5436888933181763,0.33643418550491333
4cFeG2ydm9A$_$8,Positive,Positive,1.0,0.972808837890625,0.0505550280213356,0.12798640131950378,0.821458637714386
4dV3slGSc60$_$10,Positive,Positive,1.0,0.569439172744751,0.0715661570429802,0.2862933874130249,0.6421405076980591
4dV3slGSc60$_$12,Positive,Positive,0.6666666865348816,0.5523357391357422,0.08015024662017822,0.2969062924385071,0.6229434609413147
4dV3slGSc60$_$22,Positive,Positive,1.6666666269302368,0.7295173406600952,0.0641103982925415,0.20492906868457794,0.7309606075286865
4dV3slGSc60$_$9,Positive,Positive,1.6666666269302368,0.5544910430908203,0.07993798702955246,0.25479114055633545,0.6652709245681763
4dV3slGSc60$_$8,Positive,Positive,1.0,1.0469627380371094,0.050450049340724945,0.10973019897937775,0.8398197889328003
50103$_$3,Negative,Negative,-2.0,-1.8818557262420654,0.9442490339279175,0.0332239493727684,0.02252708002924919
5B0PQx3Ep3k$_$5,Positive,Positive,1.3333333730697632,0.8296669125556946,0.06549243628978729,0.1524033546447754,0.7821041345596313
5O1W39o56gg$_$1,Neutral,Positive,0.0,0.3681167960166931,0.07790376991033554,0.3752325773239136,0.5468636751174927
5O1W39o56gg$_$2,Positive,Positive,0.6666666865348816,0.3519485890865326,0.09532235562801361,0.3714524805545807,0.5332251787185669
5O1W39o56gg$_$9,Positive,Positive,0.3333333432674408,1.0802090167999268,0.03605371713638306,0.11027117073535919,0.8536750674247742
5i6AgQSjXO4$_$3,Positive,Positive,0.6666666865348816,0.40194329619407654,0.07772769778966904,0.3434869647026062,0.5787853598594666
5i6AgQSjXO4$_$2,Neutral,Positive,0.0,0.5340518355369568,0.09914576262235641,0.23084652423858643,0.6700076460838318
5i6AgQSjXO4$_$6,Neutral,Neutral,0.0,0.0,0.10710187256336212,0.6347482800483704,0.2581498324871063
5kaCGzjYukM$_$0,Negative,Neutral,-0.3333333432674408,0.0,0.20816616714000702,0.4591696262359619,0.33266422152519226
5kaCGzjYukM$_$3,Negative,Negative,-1.6666666269302368,-0.40456199645996094,0.5936189889907837,0.27583879232406616,0.13054224848747253
5kaCGzjYukM$_$2,Negative,Negative,-0.3333333432674408,-0.795001208782196,0.780875563621521,0.13792063295841217,0.08120378106832504
5kaCGzjYukM$_$5,Negative,Negative,-2.3333332538604736,-1.0756841897964478,0.849567711353302,0.09348693490028381,0.05694536492228508
5kaCGzjYukM$_$7,Negative,Positive,-0.6666666865348816,0.6984319686889648,0.10876420885324478,0.19803643226623535,0.6931993365287781
6KvG5VbLalY$_$9,Neutral,Positive,0.0,0.28837865591049194,0.1525782197713852,0.37457963824272156,0.47284212708473206
6ZA8I83x-oY$_$0,Neutral,Neutral,0.0,0.0,0.17726528644561768,0.4598061442375183,0.3629285395145416
6ZA8I83x-oY$_$2,Positive,Positive,2.0,1.1013319492340088,0.04780878499150276,0.11978501081466675,0.832406222820282
6hFiTU77Sm0$_$1,Neutral,Positive,0.0,0.3062592148780823,0.1651269495487213,0.3442847728729248,0.4905882775783539
6hFiTU77Sm0$_$2,Neutral,Neutral,0.0,0.0,0.21136975288391113,0.46081632375717163,0.32781389355659485
6uPGcKTpC4I$_$1,Neutral,Positive,0.0,0.510919451713562,0.13142737746238708,0.272255003452301,0.5963175892829895
6uPGcKTpC4I$_$2,Neutral,Positive,0.0,0.3763616979122162,0.2401185780763626,0.2725943922996521,0.4872869849205017
6uPGcKTpC4I$_$6,Positive,Positive,1.3333333730697632,0.49324125051498413,0.07250648736953735,0.3172641396522522,0.6102293729782104
70280$_$11,Negative,Negative,-1.6666666269302368,-1.6274793148040771,0.9234676361083984,0.04702618718147278,0.02950618788599968
70280$_$3,Negative,Negative,-0.6666666865348816,-0.9683931469917297,0.7945817708969116,0.14630240201950073,0.05911586433649063
70280$_$4,Neutral,Positive,0.0,0.4295051097869873,0.11284913867712021,0.37858620285987854,0.5085647106170654
70280$_$6,Negative,Negative,-1.3333333730697632,-0.8491241335868835,0.7154842615127563,0.10116134583950043,0.1833544224500656
75RGHaxmUK8$_$3,Positive,Positive,0.3333333432674408,0.4735816419124603,0.06383056193590164,0.322547972202301,0.6136214137077332
75RGHaxmUK8$_$5,Positive,Neutral,0.3333333432674408,0.0,0.12070325762033463,0.6748740673065186,0.20442268252372742
7_K3F-lAv1k$_$2,Neutral,Positive,0.0,0.29691264033317566,0.259254515171051,0.28003808856010437,0.4607073664665222
7r4vRxKLFCA$_$6,Negative,Positive,-0.6666666865348816,0.9239376187324524,0.062218792736530304,0.14180393517017365,0.7959772348403931
80566$_$1,Neutral,Positive,0.0,0.42069992423057556,0.13639339804649353,0.3256186842918396,0.537988007068634
80566$_$0,Neutral,Neutral,0.0,0.0,0.12246589362621307,0.5539724230766296,0.3235616683959961
80566$_$3,Positive,Positive,0.3333333432674408,0.2785508632659912,0.1161407083272934,0.4202693998813629,0.4635898470878601
80566$_$2,Positive,Positive,0.6666666865348816,0.46772652864456177,0.09921876341104507,0.3240623474121094,0.5767189264297485
80566$_$4,Positive,Positive,1.3333333730697632,0.5616070628166199,0.19673039019107819,0.2223888635635376,0.5808807611465454
80566$_$6,Neutral,Negative,0.0,-0.810508131980896,0.7118405103683472,0.1911691576242447,0.09699031710624695
80855$_$11,Neutral,Neutral,0.0,0.0,0.1716076284646988,0.5825883150100708,0.24580414593219757
80855$_$10,Positive,Neutral,0.3333333432674408,0.0,0.17223414778709412,0.6479201316833496,0.17984576523303986
80855$_$12,Neutral,Negative,0.0,-0.613253653049469,0.608508288860321,0.30276304483413696,0.08872870355844498
80855$_$15,Positive,Positive,2.0,1.3852808475494385,0.0551651194691658,0.09803353995084763,0.8468014001846313
80855$_$17,Neutral,Negative,0.0,-1.281722068786621,0.8809393048286438,0.0725010484457016,0.046559736132621765
80855$_$0,Neutral,Neutral,0.0,0.0,0.15816649794578552,0.6680325269699097,0.1738009750843048
80855$_$3,Neutral,Positive,0.0,0.5056841373443604,0.06973928958177567,0.40720218420028687,0.5230585336685181
80855$_$2,Positive,Negative,1.0,-0.42718061804771423,0.5447779893875122,0.3138321340084076,0.14138993620872498
