sample_id,modality,position,token,is_valid
-3g5yACwYnA_3,text,30,[UNKNOWN],True
-3g5yACwYnA_3,text,31,[UNKNOWN],True
-3g5yACwYnA_3,text,32,[UNKNOWN],True
-3g5yACwYnA_3,text,33,[UNKNOWN],True
-3g5yACwYnA_3,text,34,[UNKNOWN],True
-3g5yACwYnA_3,text,35,[UNKNOWN],True
-3g5yACwYnA_3,text,36,[UNKNOWN],True
-3g5yACwYnA_3,text,37,[UNKNOWN],True
-3g5yACwYnA_3,text,38,[UNKNOWN],True
-3g5yACwYnA_3,text,39,[UNKNOWN],True
-3g5yACwYnA_3,text,40,[UNKNOWN],True
-3g5yACwYnA_3,text,41,[UNKNOWN],True
-3g5yACwYnA_3,text,42,[UNKNOWN],False
-3g5yACwYnA_3,text,43,[UNKNOWN],False
-3g5yACwYnA_3,text,44,[UNKNOWN],False
-3g5yACwYnA_3,text,45,[UNKNOWN],False
-3g5yACwYnA_3,text,46,[UNKNOWN],False
-3g5yACwYnA_3,text,47,[UNKNOWN],False
-3g5yACwYnA_3,text,48,[UNKNOWN],False
-3g5yACwYnA_3,text,49,[UNKNOWN],False
-3g5yACwYnA_9,text,0,[UNKNOWN],True
-3g5yACwYnA_9,text,1,[UNKNOWN],True
-3g5yACwYnA_9,text,2,[UNKNOWN],True
-3g5yACwYnA_9,text,3,[UNKNOWN],True
-3g5yACwYnA_9,text,4,[UNKNOWN],True
-3g5yACwYnA_9,text,5,[UNKNOWN],True
-3g5yACwYnA_9,text,6,[UNKNOWN],True
-3g5yACwYnA_9,text,7,[UNKNOWN],True
-3g5yACwYnA_9,text,8,[UNKNOWN],True
-3g5yACwYnA_9,text,9,[UNKNOWN],True
-3g5yACwYnA_9,text,10,[UNKNOWN],True
-3g5yACwYnA_9,text,11,[UNKNOWN],True
-3g5yACwYnA_9,text,12,[UNKNOWN],True
-3g5yACwYnA_9,text,13,[UNKNOWN],True
-3g5yACwYnA_9,text,14,[UNKNOWN],True
-3g5yACwYnA_9,text,15,[UNKNOWN],True
-3g5yACwYnA_9,text,16,[UNKNOWN],True
-3g5yACwYnA_9,text,17,[UNKNOWN],True
-3g5yACwYnA_9,text,18,[UNKNOWN],True
-3g5yACwYnA_9,text,19,[UNKNOWN],True
-3g5yACwYnA_9,text,20,[UNKNOWN],True
-3g5yACwYnA_9,text,21,[UNKNOWN],True
-3g5yACwYnA_9,text,22,[UNKNOWN],True
-3g5yACwYnA_9,text,23,[UNKNOWN],True
-3g5yACwYnA_9,text,24,[UNKNOWN],True
-3g5yACwYnA_9,text,25,[UNKNOWN],True
-3g5yACwYnA_9,text,26,[UNKNOWN],True
-3g5yACwYnA_9,text,27,[UNKNOWN],True
-3g5yACwYnA_9,text,28,[UNKNOWN],True
-3g5yACwYnA_9,text,29,[UNKNOWN],True
-3g5yACwYnA_9,text,30,[UNKNOWN],False
-3g5yACwYnA_9,text,31,[UNKNOWN],False
-3g5yACwYnA_9,text,32,[UNKNOWN],False
-3g5yACwYnA_9,text,33,[UNKNOWN],False
-3g5yACwYnA_9,text,34,[UNKNOWN],False
-3g5yACwYnA_9,text,35,[UNKNOWN],False
-3g5yACwYnA_9,text,36,[UNKNOWN],False
-3g5yACwYnA_9,text,37,[UNKNOWN],False
-3g5yACwYnA_9,text,38,[UNKNOWN],False
-3g5yACwYnA_9,text,39,[UNKNOWN],False
-3g5yACwYnA_9,text,40,[UNKNOWN],False
-3g5yACwYnA_9,text,41,[UNKNOWN],False
-3g5yACwYnA_9,text,42,[UNKNOWN],False
-3g5yACwYnA_9,text,43,[UNKNOWN],False
-3g5yACwYnA_9,text,44,[UNKNOWN],False
-3g5yACwYnA_9,text,45,[UNKNOWN],False
-3g5yACwYnA_9,text,46,[UNKNOWN],False
-3g5yACwYnA_9,text,47,[UNKNOWN],False
-3g5yACwYnA_9,text,48,[UNKNOWN],False
-3g5yACwYnA_9,text,49,[UNKNOWN],False
-3nNcZdcdvU_5,text,0,[UNKNOWN],True
-3nNcZdcdvU_5,text,1,[UNKNOWN],True
-3nNcZdcdvU_5,text,2,[UNKNOWN],True
-3nNcZdcdvU_5,text,3,[UNKNOWN],True
-3nNcZdcdvU_5,text,4,[UNKNOWN],True
-3nNcZdcdvU_5,text,5,[UNKNOWN],True
-3nNcZdcdvU_5,text,6,[UNKNOWN],True
-3nNcZdcdvU_5,text,7,[UNKNOWN],True
-3nNcZdcdvU_5,text,8,[UNKNOWN],True
-3nNcZdcdvU_5,text,9,[UNKNOWN],True
-3nNcZdcdvU_5,text,10,[UNKNOWN],True
-3nNcZdcdvU_5,text,11,[UNKNOWN],True
-3nNcZdcdvU_5,text,12,[UNKNOWN],True
-3nNcZdcdvU_5,text,13,[UNKNOWN],True
-3nNcZdcdvU_5,text,14,[UNKNOWN],True
-3nNcZdcdvU_5,text,15,[UNKNOWN],True
-3nNcZdcdvU_5,text,16,[UNKNOWN],True
-3nNcZdcdvU_5,text,17,[UNKNOWN],True
-3nNcZdcdvU_5,text,18,[UNKNOWN],True
-3nNcZdcdvU_5,text,19,[UNKNOWN],True
-3nNcZdcdvU_5,text,20,[UNKNOWN],True
-3nNcZdcdvU_5,text,21,[UNKNOWN],True
-3nNcZdcdvU_5,text,22,[UNKNOWN],True
-3nNcZdcdvU_5,text,23,[UNKNOWN],True
-3nNcZdcdvU_5,text,24,[UNKNOWN],False
-3nNcZdcdvU_5,text,25,[UNKNOWN],False
-3nNcZdcdvU_5,text,26,[UNKNOWN],False
-3nNcZdcdvU_5,text,27,[UNKNOWN],False
-3nNcZdcdvU_5,text,28,[UNKNOWN],False
-3nNcZdcdvU_5,text,29,[UNKNOWN],False
-3nNcZdcdvU_5,text,30,[UNKNOWN],False
-3nNcZdcdvU_5,text,31,[UNKNOWN],False
-3nNcZdcdvU_5,text,32,[UNKNOWN],False
-3nNcZdcdvU_5,text,33,[UNKNOWN],False
-3nNcZdcdvU_5,text,34,[UNKNOWN],False
-3nNcZdcdvU_5,text,35,[UNKNOWN],False
-3nNcZdcdvU_5,text,36,[UNKNOWN],False
-3nNcZdcdvU_5,text,37,[UNKNOWN],False
-3nNcZdcdvU_5,text,38,[UNKNOWN],False
-3nNcZdcdvU_5,text,39,[UNKNOWN],False
-3nNcZdcdvU_5,text,40,[UNKNOWN],False
-3nNcZdcdvU_5,text,41,[UNKNOWN],False
-3nNcZdcdvU_5,text,42,[UNKNOWN],False
-3nNcZdcdvU_5,text,43,[UNKNOWN],False
-3nNcZdcdvU_5,text,44,[UNKNOWN],False
-3nNcZdcdvU_5,text,45,[UNKNOWN],False
-3nNcZdcdvU_5,text,46,[UNKNOWN],False
-3nNcZdcdvU_5,text,47,[UNKNOWN],False
-3nNcZdcdvU_5,text,48,[UNKNOWN],False
-3nNcZdcdvU_5,text,49,[UNKNOWN],False
-571d8cVauQ_0,text,0,[UNKNOWN],True
-571d8cVauQ_0,text,1,[UNKNOWN],True
-571d8cVauQ_0,text,2,[UNKNOWN],True
-571d8cVauQ_0,text,3,[UNKNOWN],True
-571d8cVauQ_0,text,4,[UNKNOWN],True
-571d8cVauQ_0,text,5,[UNKNOWN],True
-571d8cVauQ_0,text,6,[UNKNOWN],True
-571d8cVauQ_0,text,7,[UNKNOWN],True
-571d8cVauQ_0,text,8,[UNKNOWN],True
-571d8cVauQ_0,text,9,[UNKNOWN],True
-571d8cVauQ_0,text,10,[UNKNOWN],True
-571d8cVauQ_0,text,11,[UNKNOWN],True
-571d8cVauQ_0,text,12,[UNKNOWN],True
-571d8cVauQ_0,text,13,[UNKNOWN],True
-571d8cVauQ_0,text,14,[UNKNOWN],True
-571d8cVauQ_0,text,15,[UNKNOWN],True
-571d8cVauQ_0,text,16,[UNKNOWN],True
-571d8cVauQ_0,text,17,[UNKNOWN],True
-571d8cVauQ_0,text,18,[UNKNOWN],False
-571d8cVauQ_0,text,19,[UNKNOWN],False
-571d8cVauQ_0,text,20,[UNKNOWN],False
-571d8cVauQ_0,text,21,[UNKNOWN],False
-571d8cVauQ_0,text,22,[UNKNOWN],False
-571d8cVauQ_0,text,23,[UNKNOWN],False
-571d8cVauQ_0,text,24,[UNKNOWN],False
-571d8cVauQ_0,text,25,[UNKNOWN],False
-571d8cVauQ_0,text,26,[UNKNOWN],False
-571d8cVauQ_0,text,27,[UNKNOWN],False
-571d8cVauQ_0,text,28,[UNKNOWN],False
-571d8cVauQ_0,text,29,[UNKNOWN],False
-571d8cVauQ_0,text,30,[UNKNOWN],False
-571d8cVauQ_0,text,31,[UNKNOWN],False
-571d8cVauQ_0,text,32,[UNKNOWN],False
-571d8cVauQ_0,text,33,[UNKNOWN],False
-571d8cVauQ_0,text,34,[UNKNOWN],False
-571d8cVauQ_0,text,35,[UNKNOWN],False
-571d8cVauQ_0,text,36,[UNKNOWN],False
-571d8cVauQ_0,text,37,[UNKNOWN],False
-571d8cVauQ_0,text,38,[UNKNOWN],False
-571d8cVauQ_0,text,39,[UNKNOWN],False
-571d8cVauQ_0,text,40,[UNKNOWN],False
-571d8cVauQ_0,text,41,[UNKNOWN],False
-571d8cVauQ_0,text,42,[UNKNOWN],False
-571d8cVauQ_0,text,43,[UNKNOWN],False
-571d8cVauQ_0,text,44,[UNKNOWN],False
-571d8cVauQ_0,text,45,[UNKNOWN],False
-571d8cVauQ_0,text,46,[UNKNOWN],False
-571d8cVauQ_0,text,47,[UNKNOWN],False
-571d8cVauQ_0,text,48,[UNKNOWN],False
-571d8cVauQ_0,text,49,[UNKNOWN],False
-571d8cVauQ_5,text,0,[UNKNOWN],True
-571d8cVauQ_5,text,1,[UNKNOWN],True
-571d8cVauQ_5,text,2,[UNKNOWN],True
-571d8cVauQ_5,text,3,[UNKNOWN],True
-571d8cVauQ_5,text,4,[UNKNOWN],True
-571d8cVauQ_5,text,5,[UNKNOWN],True
-571d8cVauQ_5,text,6,[UNKNOWN],True
-571d8cVauQ_5,text,7,[UNKNOWN],True
-571d8cVauQ_5,text,8,[UNKNOWN],True
-571d8cVauQ_5,text,9,[UNKNOWN],True
-571d8cVauQ_5,text,10,[UNKNOWN],True
-571d8cVauQ_5,text,11,[UNKNOWN],True
-571d8cVauQ_5,text,12,[UNKNOWN],True
-571d8cVauQ_5,text,13,[UNKNOWN],True
-571d8cVauQ_5,text,14,[UNKNOWN],True
-571d8cVauQ_5,text,15,[UNKNOWN],True
-571d8cVauQ_5,text,16,[UNKNOWN],True
-571d8cVauQ_5,text,17,[UNKNOWN],True
-571d8cVauQ_5,text,18,[UNKNOWN],True
-571d8cVauQ_5,text,19,[UNKNOWN],True
-571d8cVauQ_5,text,20,[UNKNOWN],True
-571d8cVauQ_5,text,21,[UNKNOWN],True
-571d8cVauQ_5,text,22,[UNKNOWN],True
-571d8cVauQ_5,text,23,[UNKNOWN],True
-571d8cVauQ_5,text,24,[UNKNOWN],True
-571d8cVauQ_5,text,25,[UNKNOWN],True
-571d8cVauQ_5,text,26,[UNKNOWN],True
-571d8cVauQ_5,text,27,[UNKNOWN],True
-571d8cVauQ_5,text,28,[UNKNOWN],True
-571d8cVauQ_5,text,29,[UNKNOWN],True
-571d8cVauQ_5,text,30,[UNKNOWN],True
-571d8cVauQ_5,text,31,[UNKNOWN],True
-571d8cVauQ_5,text,32,[UNKNOWN],True
-571d8cVauQ_5,text,33,[UNKNOWN],True
-571d8cVauQ_5,text,34,[UNKNOWN],True
-571d8cVauQ_5,text,35,[UNKNOWN],True
-571d8cVauQ_5,text,36,[UNKNOWN],True
-571d8cVauQ_5,text,37,[UNKNOWN],True
-571d8cVauQ_5,text,38,[UNKNOWN],True
-571d8cVauQ_5,text,39,[UNKNOWN],True
-571d8cVauQ_5,text,40,[UNKNOWN],True
-571d8cVauQ_5,text,41,[UNKNOWN],True
-571d8cVauQ_5,text,42,[UNKNOWN],True
-571d8cVauQ_5,text,43,[UNKNOWN],True
-571d8cVauQ_5,text,44,[UNKNOWN],True
-571d8cVauQ_5,text,45,[UNKNOWN],True
-571d8cVauQ_5,text,46,[UNKNOWN],True
-571d8cVauQ_5,text,47,[UNKNOWN],True
-571d8cVauQ_5,text,48,[UNKNOWN],True
-571d8cVauQ_5,text,49,[UNKNOWN],True
-6rXp3zJ3kc_8,text,0,[UNKNOWN],True
-6rXp3zJ3kc_8,text,1,[UNKNOWN],True
-6rXp3zJ3kc_8,text,2,[UNKNOWN],True
-6rXp3zJ3kc_8,text,3,[UNKNOWN],True
-6rXp3zJ3kc_8,text,4,[UNKNOWN],True
-6rXp3zJ3kc_8,text,5,[UNKNOWN],True
-6rXp3zJ3kc_8,text,6,[UNKNOWN],True
-6rXp3zJ3kc_8,text,7,[UNKNOWN],True
-6rXp3zJ3kc_8,text,8,[UNKNOWN],True
-6rXp3zJ3kc_8,text,9,[UNKNOWN],True
-6rXp3zJ3kc_8,text,10,[UNKNOWN],True
-6rXp3zJ3kc_8,text,11,[UNKNOWN],True
-6rXp3zJ3kc_8,text,12,[UNKNOWN],True
-6rXp3zJ3kc_8,text,13,[UNKNOWN],True
-6rXp3zJ3kc_8,text,14,[UNKNOWN],True
-6rXp3zJ3kc_8,text,15,[UNKNOWN],True
-6rXp3zJ3kc_8,text,16,[UNKNOWN],True
-6rXp3zJ3kc_8,text,17,[UNKNOWN],True
-6rXp3zJ3kc_8,text,18,[UNKNOWN],True
-6rXp3zJ3kc_8,text,19,[UNKNOWN],True
-6rXp3zJ3kc_8,text,20,[UNKNOWN],True
-6rXp3zJ3kc_8,text,21,[UNKNOWN],True
-6rXp3zJ3kc_8,text,22,[UNKNOWN],True
-6rXp3zJ3kc_8,text,23,[UNKNOWN],True
-6rXp3zJ3kc_8,text,24,[UNKNOWN],True
-6rXp3zJ3kc_8,text,25,[UNKNOWN],True
-6rXp3zJ3kc_8,text,26,[UNKNOWN],True
-6rXp3zJ3kc_8,text,27,[UNKNOWN],True
-6rXp3zJ3kc_8,text,28,[UNKNOWN],True
-6rXp3zJ3kc_8,text,29,[UNKNOWN],True
-6rXp3zJ3kc_8,text,30,[UNKNOWN],True
-6rXp3zJ3kc_8,text,31,[UNKNOWN],True
-6rXp3zJ3kc_8,text,32,[UNKNOWN],True
-6rXp3zJ3kc_8,text,33,[UNKNOWN],True
-6rXp3zJ3kc_8,text,34,[UNKNOWN],True
-6rXp3zJ3kc_8,text,35,[UNKNOWN],True
-6rXp3zJ3kc_8,text,36,[UNKNOWN],True
-6rXp3zJ3kc_8,text,37,[UNKNOWN],True
-6rXp3zJ3kc_8,text,38,[UNKNOWN],True
-6rXp3zJ3kc_8,text,39,[UNKNOWN],True
-6rXp3zJ3kc_8,text,40,[UNKNOWN],False
-6rXp3zJ3kc_8,text,41,[UNKNOWN],False
-6rXp3zJ3kc_8,text,42,[UNKNOWN],False
-6rXp3zJ3kc_8,text,43,[UNKNOWN],False
-6rXp3zJ3kc_8,text,44,[UNKNOWN],False
-6rXp3zJ3kc_8,text,45,[UNKNOWN],False
-6rXp3zJ3kc_8,text,46,[UNKNOWN],False
-6rXp3zJ3kc_8,text,47,[UNKNOWN],False
-6rXp3zJ3kc_8,text,48,[UNKNOWN],False
-6rXp3zJ3kc_8,text,49,[UNKNOWN],False
-9y-fZ3swSY_0,text,0,[UNKNOWN],True
-9y-fZ3swSY_0,text,1,[UNKNOWN],True
-9y-fZ3swSY_0,text,2,[UNKNOWN],True
-9y-fZ3swSY_0,text,3,[UNKNOWN],True
-9y-fZ3swSY_0,text,4,[UNKNOWN],True
-9y-fZ3swSY_0,text,5,[UNKNOWN],True
-9y-fZ3swSY_0,text,6,[UNKNOWN],True
-9y-fZ3swSY_0,text,7,[UNKNOWN],True
-9y-fZ3swSY_0,text,8,[UNKNOWN],True
-9y-fZ3swSY_0,text,9,[UNKNOWN],True
-9y-fZ3swSY_0,text,10,[UNKNOWN],True
-9y-fZ3swSY_0,text,11,[UNKNOWN],True
-9y-fZ3swSY_0,text,12,[UNKNOWN],True
-9y-fZ3swSY_0,text,13,[UNKNOWN],True
-9y-fZ3swSY_0,text,14,[UNKNOWN],True
-9y-fZ3swSY_0,text,15,[UNKNOWN],True
-9y-fZ3swSY_0,text,16,[UNKNOWN],True
-9y-fZ3swSY_0,text,17,[UNKNOWN],True
-9y-fZ3swSY_0,text,18,[UNKNOWN],True
-9y-fZ3swSY_0,text,19,[UNKNOWN],True
-9y-fZ3swSY_0,text,20,[UNKNOWN],True
-9y-fZ3swSY_0,text,21,[UNKNOWN],True
-9y-fZ3swSY_0,text,22,[UNKNOWN],True
-9y-fZ3swSY_0,text,23,[UNKNOWN],True
-9y-fZ3swSY_0,text,24,[UNKNOWN],True
-9y-fZ3swSY_0,text,25,[UNKNOWN],True
-9y-fZ3swSY_0,text,26,[UNKNOWN],True
-9y-fZ3swSY_0,text,27,[UNKNOWN],True
-9y-fZ3swSY_0,text,28,[UNKNOWN],True
-9y-fZ3swSY_0,text,29,[UNKNOWN],True
-9y-fZ3swSY_0,text,30,[UNKNOWN],False
-9y-fZ3swSY_0,text,31,[UNKNOWN],False
-9y-fZ3swSY_0,text,32,[UNKNOWN],False
-9y-fZ3swSY_0,text,33,[UNKNOWN],False
-9y-fZ3swSY_0,text,34,[UNKNOWN],False
-9y-fZ3swSY_0,text,35,[UNKNOWN],False
-9y-fZ3swSY_0,text,36,[UNKNOWN],False
-9y-fZ3swSY_0,text,37,[UNKNOWN],False
-9y-fZ3swSY_0,text,38,[UNKNOWN],False
-9y-fZ3swSY_0,text,39,[UNKNOWN],False
-9y-fZ3swSY_0,text,40,[UNKNOWN],False
-9y-fZ3swSY_0,text,41,[UNKNOWN],False
-9y-fZ3swSY_0,text,42,[UNKNOWN],False
-9y-fZ3swSY_0,text,43,[UNKNOWN],False
-9y-fZ3swSY_0,text,44,[UNKNOWN],False
-9y-fZ3swSY_0,text,45,[UNKNOWN],False
-9y-fZ3swSY_0,text,46,[UNKNOWN],False
-9y-fZ3swSY_0,text,47,[UNKNOWN],False
-9y-fZ3swSY_0,text,48,[UNKNOWN],False
-9y-fZ3swSY_0,text,49,[UNKNOWN],False
-9y-fZ3swSY_4,text,0,[UNKNOWN],True
-9y-fZ3swSY_4,text,1,[UNKNOWN],True
-9y-fZ3swSY_4,text,2,[UNKNOWN],True
-9y-fZ3swSY_4,text,3,[UNKNOWN],True
-9y-fZ3swSY_4,text,4,[UNKNOWN],True
-9y-fZ3swSY_4,text,5,[UNKNOWN],True
-9y-fZ3swSY_4,text,6,[UNKNOWN],True
-9y-fZ3swSY_4,text,7,[UNKNOWN],True
-9y-fZ3swSY_4,text,8,[UNKNOWN],True
-9y-fZ3swSY_4,text,9,[UNKNOWN],True
-9y-fZ3swSY_4,text,10,[UNKNOWN],True
-9y-fZ3swSY_4,text,11,[UNKNOWN],True
-9y-fZ3swSY_4,text,12,[UNKNOWN],True
-9y-fZ3swSY_4,text,13,[UNKNOWN],False
-9y-fZ3swSY_4,text,14,[UNKNOWN],False
-9y-fZ3swSY_4,text,15,[UNKNOWN],False
-9y-fZ3swSY_4,text,16,[UNKNOWN],False
-9y-fZ3swSY_4,text,17,[UNKNOWN],False
-9y-fZ3swSY_4,text,18,[UNKNOWN],False
-9y-fZ3swSY_4,text,19,[UNKNOWN],False
-9y-fZ3swSY_4,text,20,[UNKNOWN],False
-9y-fZ3swSY_4,text,21,[UNKNOWN],False
-9y-fZ3swSY_4,text,22,[UNKNOWN],False
-9y-fZ3swSY_4,text,23,[UNKNOWN],False
-9y-fZ3swSY_4,text,24,[UNKNOWN],False
-9y-fZ3swSY_4,text,25,[UNKNOWN],False
-9y-fZ3swSY_4,text,26,[UNKNOWN],False
-9y-fZ3swSY_4,text,27,[UNKNOWN],False
-9y-fZ3swSY_4,text,28,[UNKNOWN],False
-9y-fZ3swSY_4,text,29,[UNKNOWN],False
-9y-fZ3swSY_4,text,30,[UNKNOWN],False
-9y-fZ3swSY_4,text,31,[UNKNOWN],False
-9y-fZ3swSY_4,text,32,[UNKNOWN],False
-9y-fZ3swSY_4,text,33,[UNKNOWN],False
-9y-fZ3swSY_4,text,34,[UNKNOWN],False
-9y-fZ3swSY_4,text,35,[UNKNOWN],False
-9y-fZ3swSY_4,text,36,[UNKNOWN],False
-9y-fZ3swSY_4,text,37,[UNKNOWN],False
-9y-fZ3swSY_4,text,38,[UNKNOWN],False
-9y-fZ3swSY_4,text,39,[UNKNOWN],False
-9y-fZ3swSY_4,text,40,[UNKNOWN],False
-9y-fZ3swSY_4,text,41,[UNKNOWN],False
-9y-fZ3swSY_4,text,42,[UNKNOWN],False
